,aqi,pm10,co,o3,so2,no2,pm25,city_name,lon,lat,state_code
567,181,83.0712,272.87,40.1884,0.627711,0.197469,78.8155,Kanab,-112.53,37.05,UT
568,33,10.0,240.326,58.0251,0.223052,1.46998,8.0,Butte,-112.53,46,MT
569,30,1.88645,252.008,64.2836,0.116997,1.23837,1.41484,Dillon,-112.68,45.22,MT
570,44,33.0,229.0,30.0,0.938773,6.25,10.6922,Gila Bend,-112.72,32.95,AZ
571,43,34.141,275.373,44.0,0.225147,6.25,10.3,Parowan,-112.83,37.84,UT
572,49,53.3579,276.625,44.0,0.402797,6.25,10.3,Cedar City,-113.06,37.68,UT
573,60,73.8147,295.818,76.0,0.755303,1.25,10.7,Saint George,-113.58,37.1,UT
574,22,1.86164,232.816,48.6374,0.211177,0.370172,1.39623,Burley,-113.79,42.54,ID
575,28,1.06271,224.054,60.8861,0.126427,0.24031,0.797035,Salmon,-113.89,45.18,ID
576,26,20.0,245.75,56.0,0.134576,0.872882,4.8,Missoula,-113.99,46.87,MT
577,65,40.0,362.158,79.6616,0.719912,0.773813,18.7283,Kingman,-114.05,35.19,AZ
578,33,10.0,254.929,71.8832,0.273343,0.714907,0.0311119,Polson,-114.16,47.69,MT
579,56,28.5978,325.441,78.3205,0.694767,0.862172,14.9257,Lake Havasu City,-114.31,34.5,AZ
580,34,10.0,273.705,73.1349,0.284985,1.12323,0.0650402,Kalispell,-114.32,48.2,MT
581,24,1.69717,228.226,52.1243,0.26077,0.454515,1.27288,Twin Falls,-114.46,42.56,ID
582,37,40.0,327.11,55.7005,0.52806,0.351429,8.05378,Bullhead City,-114.57,35.15,AZ
583,37,40.0,327.11,55.7005,0.52806,0.351429,8.05378,Needles,-114.61,34.85,CA
584,46,25.0,287.89,68.0,0.337604,0.425731,11.0,Desert Palms Mobile Estates,-114.62,32.69,AZ
585,56,55.0,369.263,97.4,1.25,23.125,14.6,Boulder City,-114.83,35.98,NV
586,22,3.85548,259.101,47.7433,0.18999,0.184082,2.89413,Ely,-114.89,39.25,NV
587,56,55.0,369.263,98.7273,1.25,23.125,14.6,Las Vegas,-115.22,36.21,NV
588,67,60.0,274.8,12.5,1.25,20.0,20.0,El Centro,-115.56,32.79,CA
589,34,37.0,239.909,57.6675,0.115368,0.334025,0.853492,Elko,-115.76,40.83,NV
590,34,10.0,253.26,74.2972,0.20396,0.50271,3.0,Wallace,-115.93,47.47,ID
591,29,17.0,177.475,42.0,0.0,3.75,7.0,Garden City,-116.23,43.61,ID
592,77,71.0,240.45,74.0,0.869855,10.0,24.6,Desert Hills Trailer Park,-116.53,33.78,CA
593,29,17.0,177.475,42.0,0.0,3.75,7.0,Caldwell,-116.67,43.66,ID
594,25,7.0,255.764,54.0,0.209315,0.603788,6.0,Coeur d'Alene,-116.78,47.68,ID
595,28,2.31331,252.843,60.1709,0.476837,0.977307,1.73498,Ontario,-116.96,44.03,OR
596,26,2.94638,259.519,55.5217,1.03563,0.970613,2.20978,Lewiston,-117.02,46.42,ID
597,41,44.0,294.983,66.0,0.783242,0.609813,5.69677,Barstow,-117.02,34.9,CA
598,51,29.3272,264.525,53.0,4.69387,15.5298,12.6,National City,-117.1,32.67,CA
599,51,33.4614,253.26,52.5714,3.11434,12.3167,12.6,Sorrento Valley,-117.18,32.82,CA
600,26,7.81607,275.791,56.7734,0.399072,0.179396,4.92266,Tonopah,-117.23,38.07,NV
601,62,44.0,416.017,65.25,0.0,25.8333,17.4,Victorville,-117.29,34.54,CA
602,77,42.0,382.144,55.0769,0.0,18.1944,24.6,San Bernardino,-117.3,34.12,CA
603,58,30.0,309.15,47.2,3.11434,12.5,15.8,Camp Pendleton South,-117.33,33.22,CA
604,72,42.0,365.359,46.1429,0.0,17.625,22.3,Riverside,-117.4,33.94,CA
605,30,11.0,264.525,54.0,0.433996,0.826025,7.1,Spokane,-117.42,47.67,WA
606,23,1.88467,252.843,49.0844,0.108033,0.35009,1.34208,Winnemucca,-117.73,40.97,NV
607,79,42.0,317.022,28.6154,0.0,15.0,25.4,Irvine,-117.83,33.68,CA
608,21,5.87272,265.777,45.5976,0.64075,0.95187,2.8,La Grande,-118.09,45.32,OR
609,56,36.0,137.4,90.0,3.22238,10.0,15.0,Lancaster,-118.14,34.7,CA
610,79,36.0,273.369,37.1765,0.0,11.7105,25.4,Pasadena,-118.14,34.16,CA
611,79,27.0,260.079,35.1429,0.0,11.1667,25.4,Signal Hill,-118.16,33.79,CA
612,79,27.0,257.243,34.0,0.0,10.8824,25.4,Maywood,-118.18,33.99,CA
613,15,3.82802,277.877,14.0,0.479631,0.859494,3.6,Walla Walla,-118.34,46.07,WA
614,47,36.0,171.75,33.0,0.0,0.879576,11.2,Bishop,-118.39,37.36,CA
615,16,6.01828,299.156,26.0,0.646338,2.58116,3.9,Pendleton,-118.79,45.67,OR
616,21,9.29454,245.333,45.1505,0.419095,0.489992,3.3,John Day,-118.95,44.42,OR
617,50,38.0,274.8,47.4286,0.705943,15.625,12.0,Bakersfield,-119.02,35.37,CA
618,46,50.0,269.949,41.0,0.540167,1.09914,3.9,Kennewick,-119.14,46.21,WA
619,50,38.0,274.8,37.2,1.06171,18.75,12.0,Delano,-119.24,35.76,CA
620,46,50.0,274.122,41.0,0.555068,0.752392,3.9,Richland,-119.29,46.29,WA
621,67,47.0,335.038,44.4,1.07288,12.5,20.0,Visalia,-119.32,36.33,CA
622,67,47.0,301.659,46.8,1.06171,12.5,20.0,Tulare,-119.34,36.21,CA
623,25,15.0,294.566,34.2857,0.903383,0.99605,6.0,Mission Canyon,-119.72,34.43,CA
624,54,40.0,297.7,59.8,0.0,6.25,14.0,Carson City,-119.77,39.16,NV
625,50,29.0,223.275,38.0,1.25,10.3125,12.0,Fresno,-119.77,36.75,CA
626,54,40.0,297.7,58.2222,0.0,6.25,14.0,Reno,-119.82,39.53,NV
627,30,1.72299,252.008,64.8201,0.0713626,0.373519,1.29224,Wenatchee,-120.31,47.42,WA
628,29,10.0,287.056,38.0,1.25,0.0,7.0,Santa Maria,-120.44,34.94,CA
629,54,17.7298,320.017,46.0,1.07288,11.25,14.0,Merced,-120.48,37.3,CA
630,28,2.12199,251.174,59.9027,0.179978,0.546221,1.59149,Yakima,-120.5,46.6,WA
631,29,21.0,261.188,39.0,1.25,2.5,7.0,San Luis Obispo,-120.66,35.28,CA
632,29,21.0,261.188,53.5,0.230037,5.0,7.0,Paso Robles,-120.69,35.63,CA
633,61,35.0,91.6,39.3333,2.09361,10.625,17.0,Modesto,-120.99,37.66,CA
634,61,35.0,154.575,46.0,0.0,6.25,17.0,Stockton,-121.29,37.96,CA
635,17,2.41807,255.346,35.7628,0.442844,0.68947,1.81355,Bend,-121.31,44.07,OR
636,52,16.0,143.125,61.2727,0.0,3.33333,13.0,Sacramento,-121.47,38.58,CA
637,46,25.0,280.38,67.7143,1.0021,3.125,11.0,Yuba City,-121.62,39.14,CA
638,25,8.0,114.5,42.6667,0.854954,1.25,6.0,Salinas,-121.64,36.68,CA
639,23,2.99545,242.829,50.4255,0.207452,1.31869,2.24659,Klamath Falls,-121.78,42.23,OR
640,52,20.0,296.652,69.1116,1.01887,7.97911,13.0,Chico,-121.84,39.73,CA
641,19,6.0,329.188,41.3333,3.47942,5.625,4.5,Seven Trees,-121.85,37.3,CA
642,29,28.4689,114.5,42.0,0.854954,1.25,7.0,Monterey,-121.89,36.6,CA
643,56,28.3834,236.633,45.0,0.545755,3.75,15.0,Santa Cruz,-122.03,36.97,CA
644,21,17.7987,97.325,40.0,0.0,3.75,5.0,Lowell,-122.2,47.96,WA
645,21,6.0,313.921,45.1429,0.75,4.46429,4.5,Alameda,-122.22,37.77,CA
646,50,34.5399,320.6,46.1667,0.75,4.0,12.0,Vallejo,-122.26,38.11,CA
647,21,6.0,327.886,45.2308,0.75,4.51923,4.5,Berkeley,-122.27,37.87,CA
648,15,4.89821,259.101,30.0,0.193715,2.42854,3.67365,Mount Shasta,-122.31,41.31,CA
649,20,6.0,339.683,44.0,0.625,4.61538,4.5,San Mateo,-122.31,37.56,CA
650,25,17.6992,97.325,40.0,0.0,4.58333,6.0,South Seattle,-122.34,47.57,WA
651,29,10.6034,317.097,62.8,0.585802,2.48209,6.3,Redding,-122.39,40.59,CA
652,50,25.3546,321.745,45.8182,0.75,4.09091,12.0,Daly City,-122.46,37.74,CA
653,22,7.0,125.95,18.25,0.0,7.5,5.25,Bellingham,-122.49,48.76,WA
654,25,13.1986,97.325,29.0,0.0,4.58333,6.0,Sunrise Terrace Mobile Home Court,-122.52,47.21,WA
655,18,14.3959,281.215,23.6,0.0,4.375,4.4,Officers Row,-122.64,45.63,WA
656,25,9.17743,97.325,40.0,0.0,4.58333,6.0,Bremerton,-122.64,47.57,WA
657,18,14.3959,281.215,23.6,0.0,4.375,4.4,Portland,-122.68,45.52,OR
658,21,18.8764,223.275,43.0,0.538304,2.5,5.0,Santa Rosa,-122.7,38.45,CA
659,20,5.42417,263.691,44.0,0.4787,2.02155,4.06813,Medford,-122.87,42.33,OR
660,25,13.1986,289.142,18.0,2.29105,6.25,6.0,Olympia,-122.9,47.04,WA
661,18,10.3473,272.453,28.0,0.83819,5.92275,4.4,Longview,-122.94,46.14,WA
662,17,9.79021,278.294,18.0,1.94833,7.35791,4.2,Centralia,-122.95,46.72,WA
663,17,7.3971,257.015,14.0,0.444241,2.59723,4.2,North Springfield,-122.98,44.05,OR
664,20,11.9367,272.036,26.0,1.38395,4.4608,4.8,Salem,-123.02,44.93,OR
665,20,10.6345,270.367,26.0,1.41747,4.05381,4.8,Albany,-123.09,44.62,OR
666,17,8.64312,277.46,14.0,0.898726,3.51295,4.2,Eugene,-123.1,44.05,OR
667,52,16.055,297.487,36.0,0.225846,2.9935,13.0,Ukiah,-123.21,39.15,CA
668,17,10.6345,270.367,26.0,1.41747,4.05381,4.2,Corvallis,-123.28,44.57,OR
669,24,6.3894,292.063,35.1816,0.227941,2.67487,5.8,Grants Pass,-123.33,42.44,OR
670,28,7.06218,279.963,60.1709,0.614673,2.624,3.4,Roseburg,-123.36,43.22,OR
671,44,2.0,330.031,94.9502,0.0954606,2.2063,1.5,Mendocino,-123.8,39.31,CA
672,29,7.5087,256.181,63.0319,0.0917353,2.14472,2.0,South Aberdeen,-123.81,46.97,WA
673,29,10.3214,242.412,61.7802,0.433996,2.98815,1.7,Astoria,-123.83,46.19,OR
674,27,10.0233,229.895,58.3828,0.337604,1.968,3.3,Tillamook,-123.84,45.46,OR
675,35,38.0,338.376,47.0281,0.328757,2.79001,3.26222,Alliance,-124.09,40.89,CA
676,35,38.0,338.376,47.0281,0.328757,2.79001,3.26222,Eureka,-124.15,40.8,CA
677,30,5.51322,277.877,64.373,0.171829,1.18348,4.13492,Crescent City,-124.2,41.76,CA
678,24,8.97066,249.505,52.8395,0.246335,0.982662,3.0,Coos Bay,-124.22,43.37,OR
679,31,0.599333,256.598,66.1612,0.108383,4.12343,0.361958,Ketchikan,-131.66,55.36,AK
680,30,0.468836,250.34,65.7141,0.0108557,0.682776,0.262976,Wrangell,-132.37,56.47,AK
681,32,1.38953,256.598,68.2175,0.0791624,1.78057,0.79995,Hydaburg,-132.8,55.21,AK
682,38,7.0,264.525,82.2544,0.0661239,2.08046,5.25,Juneau,-134.42,58.31,AK
683,19,0.0855001,253.26,41.4848,0.0199361,1.59314,0.0846287,Skagway,-135.31,59.46,AK
684,32,0.519259,244.498,68.6646,0.0432483,2.29734,0.301666,Sitka,-135.33,57.06,AK
685,21,0.392906,239.491,45.2399,0.0181899,1.63331,0.288745,Hoonah,-135.44,58.12,AK
686,31,0.19921,257.015,67.5917,0.120141,0.483298,0.139026,Yakutat,-139.73,59.55,AK
687,29,0.0162288,243.247,61.959,0.00167165,0.142078,0.0162288,Eagle,-141.2,64.79,AK
688,32,0.000929433,281.632,69.1116,0.00405271,0.193788,0.000929433,Tanacross,-143.35,63.39,AK
689,22,0.687044,280.38,47.4751,0.0415021,2.04281e-05,0.619457,Kaktovik,-143.6,70.09,AK
690,28,0.0816842,283.301,60.1709,0.0224099,0.118649,0.0816842,Circle,-144.06,65.83,AK
691,24,0.32949,295.818,51.9454,0.0163564,0.00863929,0.32949,Fort Yukon,-145.27,66.56,AK
692,28,0.00602552,256.181,60.8861,0.00801811,0.236629,0.00602552,Gulkana,-145.38,62.27,AK
693,30,0.105498,257.015,64.2836,0.00528235,0.164502,0.105189,Cordova,-145.76,60.54,AK
694,29,0.0,254.095,63.6578,0.0027394,0.406988,0.0,Big Delta,-145.84,64.15,AK
695,19,0.0859402,235.319,40.5014,0.00451109,0.84209,0.0161785,Valdez,-146.35,61.14,AK
696,12,4.0,114.5,12.0,0.0,0.87556,3.0,Fairbanks,-147.71,64.84,AK
697,0,0.0,0.0,0.0,0.0,0.0,0.0,Prudhoe Bay,-148.67,70.29,AK
698,27,0.0414658,256.181,59.0086,0.00781438,0.577682,0.0180782,Whittier,-148.68,60.78,AK
699,32,0.00584385,238.24,69.648,0.0119617,0.186759,0.00584385,McKinley Park,-148.91,63.73,AK
700,32,0.00584385,238.24,69.648,0.0119617,0.186759,0.00584385,Cantwell,-148.95,63.39,AK
701,33,0.0325859,251.174,71.4362,0.0277068,0.152118,0.0325859,Nenana,-149.09,64.56,AK
702,27,7.0,249.505,57.7569,0.102445,0.965258,1.0,Palmer,-149.11,61.6,AK
703,27,7.0,229.0,57.7569,0.102445,0.965258,1.0,Wasilla,-149.44,61.58,AK
704,32,0.069099,266.194,69.7374,0.0399887,0.757747,0.0690094,The Lagoon,-149.47,60.13,AK
705,35,7.0,229.0,75.1019,0.168569,0.658678,1.0,Anchorage,-149.9,61.22,AK
706,32,0.0337519,264.943,68.5751,0.0189466,0.511413,0.0337519,Montana,-150.07,62.08,AK
707,15,0.000325052,267.029,31.516,0.00422006,0.102584,0.000325052,Wiseman,-150.11,67.41,AK
708,30,0.0168436,264.943,65.3565,0.00692671,0.377535,0.0168436,Talkeetna,-150.11,62.32,AK
709,33,0.106609,272.036,70.6315,0.0493601,1.18348,0.0434218,Kenai,-151.26,60.55,AK
710,28,0.056378,267.446,60.9756,0.0406872,0.808621,0.0556529,Homer,-151.55,59.64,AK
711,23,0.0835907,260.77,48.9056,0.0,1.07726e-08,0.0835907,Tanana,-152.08,65.17,AK
712,31,0.0798123,271.618,66.4294,0.0182481,0.00804312,0.0798123,Lake Minchumina,-152.31,63.88,AK
713,33,1.19683,239.491,72.3302,0.521541,0.540196,1.02425,Kodiak,-152.41,57.79,AK
714,21,0.174168,268.281,45.5528,0.0,0.000278476,0.174168,Allakaket,-152.65,66.57,AK
715,17,0.020304,264.525,37.5956,0.0,6.29401e-09,0.020304,Hughes,-154.25,66.05,AK
716,34,0.0339785,244.498,74.476,0.175321,0.498025,0.0339785,Karluk,-154.46,57.57,AK
717,33,0.0687971,251.591,70.7209,0.0220898,0.504719,0.0687971,Newhalen,-154.9,59.72,AK
718,42,12.5146,231.564,37.3274,1.66667,0.627217,10.0,Waiākea,-155.09,19.7,HI
719,23,0.0299321,252.008,50.7832,0.00105865,0.000175191,0.0299321,McGrath,-155.6,62.96,AK
720,9,1.33308,209.868,19.4907,2.5,0.57969,0.999809,Kailua-Kona,-156,19.64,HI
721,25,22.0993,252.426,53.9124,0.0826549,0.106433,2.0,Wailuku,-156.5,20.89,HI
722,37,0.0278019,266.194,80.0192,0.0754371,0.406319,0.0278019,King Salmon,-156.66,58.69,AK
723,0,0.0,0.0,0.0,0.0,0.0,0.0,Barrow,-156.79,71.29,AK
724,18,0.437089,274.539,38.6685,0.00506407,7.13188e-09,0.437089,Kobuk,-156.88,66.91,AK
725,20,0.102588,286.221,42.4236,0.00208456,1.37052e-08,0.102588,Galena,-156.93,64.73,AK
726,18,0.079523,248.671,38.3109,0.0,0.000188592,0.079523,Red Devil,-157.31,61.76,AK
727,0,0.0,0.0,0.0,0.0,0.0,0.0,Atqasuk,-157.4,70.47,AK
728,32,0.429343,272.453,69.648,0.0415021,0.097396,0.379636,Pilot Point,-157.57,57.56,AK
729,18,0.153745,271.618,38.9814,0.00270302,4.50235e-05,0.153745,Koyukuk,-157.7,64.88,AK
730,20,0.168594,264.108,43.9435,0.0216532,6.16434e-09,0.168594,Ambler,-157.85,67.09,AK
731,19,6.0,229.0,42.0,0.0,3.75,3.0,Chinatown,-157.86,21.31,HI
732,19,6.0,229.0,42.0,0.0,3.75,3.0,Wahiawā,-158.02,21.5,HI
733,30,1.04493,248.671,65.5353,0.0494183,0.0952205,0.740551,Chignik,-158.4,56.3,AK
734,35,0.0423934,249.922,75.0124,0.0459258,0.309592,0.0423934,Dillingham,-158.48,59.06,AK
735,30,0.76193,267.446,65.2671,0.0905711,0.0778164,0.588861,Port Heiden,-158.63,56.95,AK
736,15,0.187155,257.85,33.0806,0.0,3.33795e-05,0.186863,Kaltag,-158.72,64.33,AK
737,27,0.975492,265.777,57.9357,0.0112923,0.0215459,0.640004,Perryville,-159.15,55.92,AK
738,27,15.1043,238.24,59.4556,0.0755535,0.24667,3.89212,Lihue,-159.37,21.98,HI
739,25,0.0260582,246.167,54.8959,0.00455475,0.00393265,0.0260582,Aniak,-159.52,61.58,AK
740,24,0.0153259,267.029,51.4984,0.0036016,0.00731097,0.0153259,Nyac,-159.94,61,AK
741,21,0.3583,293.732,44.3459,0.0162108,0.00125902,0.358282,Selawik,-160.01,66.6,AK
742,0,0.0,0.0,0.0,0.0,0.0,0.0,Wainwright,-160.04,70.64,AK
743,35,0.131222,252.008,74.7442,0.0486034,0.192114,0.101948,Togiak,-160.38,59.07,AK
744,28,1.06379,253.26,61.4226,0.116532,0.0880245,0.752731,Sand Point,-160.5,55.34,AK
745,23,0.109764,290.394,49.4421,0.00100772,0.0237214,0.106482,Unalakleet,-160.79,63.87,AK
746,21,0.247934,280.797,46.3128,0.00235741,0.00102369,0.247712,Koyuk,-161.16,64.94,AK
747,31,0.0402397,267.863,66.9658,0.0178406,0.0777327,0.0402397,Goodnews Bay,-161.59,59.12,AK
748,15,0.315933,255.346,32.8571,0.0117143,0.0105638,0.315933,Bethel,-161.76,60.79,AK
749,26,0.025304,257.85,55.7005,0.00409636,0.0142454,0.025304,Quinhagak,-161.92,59.75,AK
750,25,0.271802,286.639,53.2866,0.0289001,0.000161627,0.233944,Kotzebue,-162.6,66.9,AK
751,29,1.50057,240.743,62.2272,0.105356,0.122665,0.965782,Cold Bay,-162.72,55.2,AK
752,31,1.26488,237.405,65.9823,0.118511,0.120155,0.845524,False Pass,-163.42,54.85,AK
753,16,0.979631,276.625,35.6734,0.00394357,0.0421714,0.869708,Kotlik,-163.55,63.03,AK
754,21,0.174888,274.956,45.9552,0.000275577,0.0328419,0.169658,Mountain Village,-163.73,62.09,AK
755,25,0.231112,275.791,53.4654,0.0133441,0.00893215,0.23066,Kivalina,-164.49,67.73,AK
756,19,2.45042,277.46,40.4119,0.116765,0.0186801,1.58731,Emmonak,-164.52,62.78,AK
757,20,0.671356,262.439,42.96,0.00606815,0.0393266,0.573239,Tununak,-165.26,60.59,AK
758,15,0.422215,282.049,33.17,0.00561704,0.394939,0.420703,Nome,-165.41,64.51,AK
759,22,1.67437,275.373,47.8327,0.139698,0.0127184,1.21057,Shishmaref,-166.07,66.26,AK
760,26,1.66891,272.87,56.237,0.134809,0.0693653,0.902978,Hooper Bay,-166.1,61.53,AK
761,22,1.34563,265.777,48.1904,0.0982545,0.0572327,0.954441,Mekoryuk,-166.19,60.39,AK
762,24,1.6132,270.784,52.3925,0.0486616,0.0873551,1.29476,Teller,-166.36,65.26,AK
763,32,2.64726,243.247,68.2175,0.680797,2.07243,2.29291,Unalaska,-166.53,53.87,AK
764,23,1.84962,261.188,49.7103,0.092783,0.0413347,1.5463,Point Hope,-166.81,68.35,AK
765,25,3.11355,271.201,54.5382,0.257045,0.262065,2.24586,Wales,-168.09,65.61,AK
766,40,2.48836,271.618,85.6519,0.319909,0.197469,1.20052,Nikolski,-168.87,52.94,AK
767,27,0.600378,274.122,57.4887,0.0805594,0.118482,0.557746,Gambell,-171.73,63.78,AK
768,35,2.93009,247.419,76.2641,0.444241,0.61249,1.68044,Atka,-174.2,52.2,AK
