,aqi,pm10,co,o3,so2,no2,pm25,city_name,lon,lat,state_code
287,41,11.3573,446.439,46.0,1.34669,1.51014,9.77133,Springfield,-89.65,39.82,IL
288,29,15.0334,432.253,62.0,1.26846,1.90106,6.4,Bellevue,-89.67,40.7,IL
289,16,4.98995,324.19,31.3333,3.75,2.15543,3.74246,Slidell,-89.78,30.27,LA
290,21,2.02311,354.23,45.5,0.889413,0.344735,1.51733,Ellendale,-89.84,35.22,TN
291,21,2.02311,363.41,45.5,0.889413,0.344735,1.51733,Lenox,-90,35.12,TN
292,61,31.0,286.25,66.0,1.25,8.33333,17.2,Swansea,-90,38.53,IL
293,21,2.02311,363.41,45.5,0.889413,0.344735,1.51733,Southaven,-90,34.97,MS
294,14,1.32494,272.036,30.6667,3.75,2.12062,0.993705,Gentilly,-90.04,30,LA
295,14,1.32494,272.036,29.5,3.75,2.12062,0.993705,Beverly Knoll,-90.15,29.98,LA
296,26,0.526219,285.387,56.7734,0.0699656,0.827364,0.21017,Ironwood,-90.16,46.46,MI
297,60,31.0,286.25,62.8,1.25,8.33333,16.8,Alton,-90.18,38.89,IL
298,30,17.0,91.6,41.0,0.0,0.307584,7.3,Jackson,-90.18,32.3,MS
299,60,31.0,286.25,61.8182,1.25,8.33333,16.8,Midtown,-90.24,38.64,MO
300,51,8.39262,330.031,109.792,1.30013,4.4608,4.47856,Galesburg,-90.37,40.95,IL
301,22,3.08523,373.006,48.1904,0.981614,0.407657,2.43808,Poplar Bluff,-90.4,36.76,MO
302,25,1.89288,374.675,54.8959,0.819564,0.41569,1.55152,Paragould,-90.5,36.06,AR
303,37,1.74027,287.89,79.304,0.244007,0.864849,0.992667,Tomah,-90.5,43.99,WI
304,60,31.0,286.25,60.5455,1.25,8.33333,16.8,Saint Charles,-90.51,38.78,MO
305,27,2.52319,322.938,58.0,0.878237,5.12484,1.89239,Moline,-90.53,41.49,IL
306,27,2.52319,322.938,58.0,0.878237,5.12484,1.89239,Green Acres,-90.59,41.55,IA
307,46,1.69274,312.09,100.493,0.396743,2.93995,1.26955,Dubuque,-90.66,42.5,IA
308,28,2.38156,386.357,60.2603,1.8198,0.477274,1.77628,Jonesboro,-90.7,35.84,AR
309,11,0.0758065,280.797,23.3333,0.0909204,0.882254,0.0568549,Houma,-90.72,29.6,LA
310,41,8.65252,358.82,89.6752,0.908971,0.233282,7.05223,Vicksburg,-90.88,32.35,MS
311,21,2.37125,402.629,46.0,0.381842,0.419706,1.77844,Greenville,-91.06,33.41,MS
312,48,5.0484,371.337,103.176,0.66869,4.44474,4.64282,Burlington,-91.11,40.81,IA
313,14,4.20649,329.196,30.8889,0.952743,1.01345,3.15487,Smiley Heights,-91.14,30.46,LA
314,17,2.81601,302.911,36.0,0.913627,1.61724,2.11201,La Crosse,-91.24,43.8,WI
315,31,4.75674,322.938,67.5917,0.305474,0.234286,2.7239,Hawthorne,-91.39,31.55,MS
316,23,5.85409,383.854,50.0,0.526197,0.569649,5.29205,Quincy,-91.41,39.94,IL
317,28,15.0,315.011,16.0,0.407454,1.99478,6.8,Eau Claire,-91.5,44.81,WI
318,22,3.07732,339.21,48.0,0.0,3.85032,2.30799,Iowa City,-91.53,41.66,IA
319,17,3.09671,309.169,36.0,0.744127,2.02155,2.32254,Winona,-91.64,44.05,MN
320,20,2.24775,304.997,43.0,0.0,3.64147,1.68581,East Rapids,-91.66,41.97,IA
321,9,0.517816,291.646,20.0,0.173692,0.801927,0.114833,Leesburg,-91.82,30,LA
322,22,0.782353,284.553,48.0,0.206288,0.379543,0.586765,Northern Terrace Mobile Home Park,-91.83,47.9,MN
323,25,2.11858,389.278,53.823,0.761822,0.332016,1.0958,Pine Bluff,-92,34.23,AR
324,9,0.302897,307.083,20.0,0.12503,0.846107,0.156039,Whittington Heights Mobile Home Park,-92.02,30.2,LA
325,10,0.596772,310.421,21.0,0.314787,1.64134,0.447579,Superior,-92.1,46.72,WI
326,10,1.21739,305.831,21.0,0.473578,1.5262,0.913044,Duluth,-92.11,46.78,MN
327,25,7.9914,346.72,46.0,0.990927,0.289845,6.06231,Monroe,-92.12,32.51,LA
328,23,6.71567,353.813,49.0,0.974163,0.199812,5.4366,Jefferson City,-92.17,38.58,MO
329,10,3.84862,375.926,8.0,3.41982,0.435772,2.516,Oak Forest,-92.33,34.74,AR
330,23,6.49447,361.323,49.0,1.2219,0.4592,5.06694,Columbia,-92.33,38.95,MO
331,23,2.04739,301.242,50.0,0.825152,3.76999,1.53554,Waterloo,-92.34,42.49,IA
332,37,6.05084,414.729,80.0,3.75,1.25,5.98183,Pickwick,-92.41,41.01,IA
333,36,5.3768,323.355,76.89,0.682659,0.533502,2.62749,Alexandria,-92.45,31.31,LA
334,8,3.73233,387.192,8.0,1.76765,0.475935,1.98844,Conway,-92.45,35.09,AR
335,26,2.57152,293.732,56.0,0.534579,2.06439,1.92864,Rochester,-92.47,44.02,MN
336,29,1.08375,291.228,62.6743,0.357162,0.713568,0.812811,Virginia,-92.54,47.52,MN
337,41,6.72826,402.212,87.9765,0.813045,0.966596,6.1304,Kirksville,-92.58,40.19,MO
338,45,8.07622,374.675,96.9172,1.62423,0.665372,5.90417,El Dorado,-92.66,33.21,AR
339,18,5.99514,394.285,22.0,4.12017,0.333021,4.2605,Hot Springs,-93.06,34.5,AR
340,21,18.0,349.225,43.6667,0.0,7.91667,5.0,Saint Paul,-93.08,44.94,MN
341,46,1.43283,294.149,98.5265,0.53551,2.09117,1.32875,Mason City,-93.2,43.15,IA
342,17,2.31686,311.255,36.0,0.395812,1.25577,1.73765,Lake Charles,-93.22,30.23,LA
343,22,18.0,349.225,48.5,0.0,7.91667,5.0,Lakeville,-93.24,44.65,MN
344,21,18.0,349.225,45.3333,0.0,7.91667,5.0,Minneapolis,-93.25,44.98,MN
345,21,2.20216,423.65,46.0,0.803731,10.0,1.65162,Faribault,-93.27,44.29,MN
346,58,21.0,335.455,83.0,1.3113,0.25169,15.6,Springfield,-93.32,37.18,MO
347,44,1.75548,294.983,95.3078,0.550412,2.01352,1.22727,Albert Lea,-93.37,43.65,MN
348,27,0.322453,304.163,58.5616,0.0726432,0.7216,0.277148,Nichol's Trailer Court,-93.41,48.6,MN
349,43,0.559218,371.337,92.0,0.706874,2.0751,0.419414,Ames,-93.62,42.05,IA
350,43,2.44975,375.509,92.0,0.409316,1.41107,1.83732,Des Moines,-93.62,41.58,IA
351,25,7.94361,337.124,53.0,1.99303,0.509404,5.95771,Werner Park,-93.77,32.5,LA
352,15,2.59376,314.176,31.75,0.488013,1.54227,0.659704,Griffing Park,-93.93,29.9,TX
353,38,1.95559,290.394,82.8803,0.360887,1.97336,1.51257,Mankato,-94,44.16,MN
354,47,7.62792,351.31,102.46,2.42516,0.580359,6.08211,Texarkana,-94.04,33.44,AR
355,15,3.81995,302.076,31.75,0.84471,1.8368,1.05623,Beaumont,-94.1,30.09,TX
356,38,4.95098,354.23,82.0,2.14949,0.23027,3.71324,Fayetteville,-94.16,36.06,AR
357,17,2.58818,316.679,36.0,1.4212,6.74743,2.0,Saint Cloud,-94.16,45.56,MN
358,50,0.103267,362.575,109.076,0.298023,1.08976,0.0726853,Fort Dodge,-94.18,42.51,IA
359,17,1.47311,293.732,36.0,0.472181,2.51958,1.10483,Brainerd,-94.2,46.36,MN
360,59,22.0,229.0,71.0,1.25,5.0,16.0,Fort Smith,-94.4,35.39,AR
361,66,37.0,286.25,79.7143,1.25,5.41667,19.3,Independence,-94.42,39.09,MO
362,37,30.0,344.634,79.0,1.90735,0.425731,3.96014,Joplin,-94.51,37.08,MO
363,66,37.0,286.25,79.7143,1.25,5.41667,19.3,Harlem,-94.6,39.11,MO
364,66,37.0,286.25,79.7143,1.25,5.41667,19.3,Kansas City,-94.63,39.11,KS
365,32,5.88263,310.421,69.9162,1.39512,0.565633,3.09891,Nacogdoches,-94.66,31.6,TX
366,32,5.88263,310.421,69.9162,1.39512,0.565633,3.09891,Lufkin,-94.73,31.34,TX
367,23,5.86418,330.031,50.0,3.45334,0.874221,4.04187,Longview,-94.74,32.5,TX
368,14,1.7099,279.129,31.3333,0.849366,2.45264,1.6,Galveston,-94.8,29.3,TX
369,47,29.0,363.41,70.0,1.81235,2.00281,11.3,Saint Joseph,-94.85,39.77,MO
370,34,0.56107,303.328,73.5819,0.25332,1.92784,0.420802,Bemidji,-94.88,47.47,MN
371,14,1.7099,279.129,30.8333,0.849366,2.45264,1.28243,Nadeau,-94.96,29.41,TX
372,15,6.27007,309.587,30.9333,1.50688,3.18093,3.7,Allenbrook,-94.97,29.76,TX
373,28,0.828768,286.221,61.065,0.193715,2.14204,0.711898,Willmar,-95.04,45.12,MN
374,21,0.586679,372.589,46.0,0.254251,1.16875,0.440009,Spencer,-95.15,43.15,IA
375,14,2.56641,282.049,30.9333,1.69314,1.51817,1.92481,Golden Acres,-95.15,29.66,TX
376,61,30.0,325.024,88.0,0.795349,0.728294,16.9,Lawrence,-95.26,38.96,KS
377,18,4.05597,330.448,40.0,1.22376,0.320302,2.14425,Tyler,-95.3,32.35,TX
378,29,8.15291,310.838,31.25,2.87965,3.66289,7.0,Colonial Gardens,-95.34,29.82,TX
379,12,0.698259,286.221,26.0,0.539236,0.57969,0.560536,Velasco,-95.36,28.96,TX
380,45,4.2339,353.813,98.0,1.11386,0.280139,3.15747,Muskogee,-95.37,35.75,OK
381,29,9.0612,307.918,31.2,2.10479,2.14472,7.0,Conroe,-95.46,30.31,TX
382,29,8.68598,310.838,38.0,1.02259,0.836735,7.0,Huntsville,-95.55,30.72,TX
383,57,26.0,341.296,90.0,1.24797,0.572327,15.1,Coffeyville,-95.63,37.04,KS
384,58,28.0,311.673,84.0,0.595115,0.685453,15.9,Topeka,-95.67,39.05,KS
385,55,21.0,354.648,90.0,0.815839,0.298212,14.3,McAlester,-95.77,34.93,OK
386,30,10.0,206.1,64.0,0.0,0.958564,4.0,Council Bluffs,-95.86,41.26,IA
387,54,25.0,217.55,92.4,0.833333,7.5,13.9,East Tulsa,-95.93,36.12,OK
388,12,1.94632,287.056,26.0,0.782311,0.478612,0.904582,Bay City,-95.96,28.98,TX
389,57,26.0,350.058,90.0,1.79186,0.673404,15.1,Bartlesville,-95.98,36.75,OK
390,30,10.0,206.1,64.0,0.0,0.670057,4.0,Aksarben Village,-96.01,41.24,NE
391,40,3.68783,316.679,85.7413,0.724569,0.781845,2.65915,Emporia,-96.18,38.4,KS
392,19,8.37055,318.766,41.306,0.782311,0.380212,2.45847,Bryan,-96.37,30.67,TX
393,40,14.0,369.668,86.0,0.632368,1.20356,2.4,Sioux City,-96.4,42.5,IA
394,39,4.52839,318.348,85.026,0.569969,0.637257,3.3903,Sunset Park,-96.59,39.19,KS
395,28,0.476061,322.521,61.3332,0.138069,2.42854,0.335544,Crookston,-96.61,47.77,MN
396,25,7.46611,346.72,54.0,1.59815,1.40839,2.79504,Sherman,-96.61,33.64,TX
397,16,8.05601,283.718,34.0,0.752509,0.400294,2.00307,Port Lavaca,-96.63,28.62,TX
398,34,6.08114,344.634,74.0,0.990927,0.733649,6.0,Shamrock Mobile Home Court,-96.68,40.82,NE
399,35,14.0,335.038,76.0,0.367872,2.00549,1.4,Sioux Falls,-96.73,43.55,SD
400,27,0.44816,306.666,58.2039,0.290573,3.65754,0.28536,Moorhead,-96.74,46.87,MN
401,34,21.0,313.342,74.0,0.200933,1.23837,3.3,Brookings,-96.79,44.31,SD
402,27,0.44816,306.666,58.2039,0.290573,3.65754,0.28536,Fargo,-96.79,46.88,ND
403,20,7.72927,344.217,42.3636,1.81608,1.66008,3.7,Dallas,-96.84,32.82,TX
404,39,3.17163,353.813,84.0,0.763685,0.374188,2.0802,Shawnee,-96.93,35.34,OK
405,16,5.94566,288.308,34.0,0.7255,0.512082,1.49236,Victoria,-97,28.8,TX
406,19,5.34027,337.958,40.9091,0.745989,0.792556,3.7,Florence Hill,-97.02,32.68,TX
407,28,0.173857,312.09,61.1544,0.162283,1.7297,0.159931,East Grand Forks,-97.03,47.93,MN
408,31,3.54453,336.707,67.1446,0.839122,0.496686,2.15471,Stillwater,-97.07,36.14,OK
409,68,36.0,332.534,72.9561,1.25,0.544213,20.2,Ponca City,-97.09,36.71,OK
410,22,6.21914,341.296,47.1111,0.977889,1.12725,2.39743,Denton,-97.13,33.22,TX
411,57,25.0,340.879,62.0,0.633299,0.453176,15.4,Ardmore,-97.13,34.18,OK
412,16,4.67541,331.7,34.0,0.696629,0.497355,2.4,Waco,-97.15,31.55,TX
413,60,43.0,322.104,91.3333,1.25,4.375,16.7,Arkansas Mobile Home Park,-97.33,37.72,KS
414,20,5.34027,337.958,43.4,0.745989,0.792556,3.7,Fort Worth,-97.34,32.74,TX
415,53,25.0,458.0,84.8,0.0,6.875,13.2,Franklin,-97.34,35.23,OK
416,16,5.53902,332.534,34.0,0.665896,0.477274,1.94731,Gober,-97.36,31.1,TX
417,19,5.34027,337.958,40.8,0.745989,0.792556,3.7,Cleburne,-97.39,32.35,TX
418,32,5.36713,370.085,70.0,0.355765,1.42714,5.16476,Yankton,-97.39,42.88,SD
419,15,7.86558,314.593,33.0,0.332948,0.24098,3.0,Gardendale,-97.4,27.74,TX
420,46,5.93481,352.561,99.957,0.467524,0.88627,5.48776,Norfolk,-97.43,42.03,NE
421,23,9.11441,296.652,49.6209,0.461005,0.441127,2.10173,Brownsville,-97.5,25.92,TX
422,53,25.0,458.0,84.8,0.0,6.875,13.2,Oklahoma City,-97.52,35.47,OK
423,34,6.0067,325.859,73.2243,0.413973,0.480621,4.76524,Patio Mobile Home Manor,-97.61,38.82,KS
424,22,4.46271,326.276,48.548,1.09896,0.473257,1.54213,Harlingen,-97.69,26.2,TX
425,14,5.14416,330.865,29.3333,0.794418,0.671396,1.93003,Killeen,-97.73,31.12,TX
426,9,6.20296,336.289,19.8,0.955537,1.01881,2.07004,Austin,-97.74,30.27,TX
427,17,3.66965,296.235,37.1039,0.372995,0.552915,1.40211,Beeville,-97.75,28.41,TX
428,15,2.26771,302.911,33.0,0.424683,0.33871,1.70078,Kingsville,-97.86,27.52,TX
429,35,4.49131,335.038,75.2807,0.0,0.346743,3.30682,Enid,-97.88,36.4,OK
430,43,5.18676,319.183,92.0,0.437256,0.457861,3.98456,Hutchinson,-97.92,38.07,KS
431,11,7.1908,325.859,22.8,0.66869,0.882254,2.1921,San Marcos,-97.94,29.88,TX
432,53,6.61881,355.899,114.62,0.362284,0.935805,5.95989,Mitchell,-98.03,43.71,SD
433,16,2.32819,294.149,34.0,0.502914,0.378204,1.44911,Alice,-98.07,27.75,TX
434,22,7.13736,317.514,25.3333,1.08033,1.05897,5.35302,New Braunfels,-98.13,29.7,TX
435,27,2.83602,312.09,57.3993,0.692904,0.631902,1.63048,Falfurrias,-98.14,27.23,TX
436,17,2.68167,327.528,36.0,0.856817,0.708213,1.48411,Edinburg,-98.16,26.3,TX
437,18,3.42686,322.521,38.0,0.808388,0.674743,1.94759,McAllen,-98.23,26.2,TX
438,40,7.17348,347.137,86.8142,0.48615,1.04692,4.0,Grand Island,-98.36,40.92,NE
439,48,20.0,324.19,76.0,0.4475,0.413682,11.5,Lawton,-98.41,34.6,OK
440,35,20.0,277.877,75.9959,0.170199,1.07236,2.7,Aberdeen,-98.49,45.47,SD
441,21,2.26492,320.017,45.1505,0.416301,0.410335,1.03446,Wichita Falls,-98.49,33.91,TX
442,19,6.10104,327.528,31.3333,0.870787,0.871543,4.57578,Olmos Park,-98.51,29.49,TX
443,32,0.3949,307.918,68.3963,0.198837,1.32137,0.385208,Jamestown,-98.7,46.91,ND
444,28,0.128484,291.646,61.4226,0.0775326,0.815315,0.110238,Devils Lake,-98.86,48.11,ND
445,17,5.54049,321.269,37.685,0.322238,0.220229,2.12316,Brownwood,-98.98,31.71,TX
446,38,8.36222,347.972,81.5392,0.19907,1.13796,6.65662,Cornhusker Trailer Court,-99.08,40.7,NE
447,23,2.12366,296.235,48.9056,0.295229,0.323649,1.05817,Vernon,-99.29,34.15,TX
448,41,21.0,315.845,40.0,1.25,8.75,9.9,Hays,-99.32,38.88,KS
449,52,20.0,317.514,82.0,0.470318,0.451837,12.8,Woodward,-99.4,36.43,OK
450,16,4.12727,309.587,34.0,0.497326,0.0558939,2.54594,Laredo,-99.51,27.51,TX
451,19,5.02976,310.838,41.3507,0.366475,0.284155,1.79955,Abilene,-99.73,32.45,TX
452,33,36.0,311.673,60.2603,0.572763,0.965258,5.10777,Dodge City,-100.02,37.76,KS
453,27,3.26905,288.725,58.4722,0.511296,0.332686,1.9579,Childress,-100.21,34.42,TX
454,39,2.19151,284.97,85.2943,0.0755535,0.876898,1.87507,Pierre,-100.35,44.37,SD
455,35,0.798663,269.532,75.1913,0.0670552,0.890286,0.778456,Mobridge,-100.43,45.54,SD
456,15,4.96719,301.659,33.1253,0.262633,0.113294,1.8251,San Angelo,-100.44,31.46,TX
457,15,3.95447,300.407,33.3935,0.375789,0.0763102,1.73647,Eagle Pass,-100.49,28.71,TX
458,36,11.9408,321.686,58.1145,0.403728,0.949192,8.5815,Lazy L Mobile Ranch,-100.63,40.21,NE
459,35,9.00128,327.11,75.6383,1.20141,1.14064,6.35604,North Platte,-100.77,41.14,NE
460,29,0.485348,287.056,61.7802,0.33481,1.2638,0.41725,Bismarck,-100.78,46.81,ND
461,27,8.20716,325.859,57.9357,0.338536,1.0014,5.92332,Garden City,-100.86,37.98,KS
462,16,6.3154,319.6,34.1535,0.903383,0.192449,2.42291,Del Rio,-100.9,29.36,TX
463,30,0.289277,276.208,63.8366,0.114087,0.649976,0.209696,Minot,-101.3,48.23,ND
464,19,5.35662,294.149,40.7696,1.24238,0.253698,2.35415,Big Spring,-101.48,32.24,TX
465,24,11.2236,303.745,52.0349,0.452157,0.592408,4.60835,Guymon,-101.48,36.69,OK
466,41,13.0,304.58,51.1408,0.516884,0.969274,9.88678,Goodland,-101.71,39.35,KS
467,38,8.70272,273.705,82.0,1.67638,0.77649,3.92749,Amarillo,-101.83,35.23,TX
468,25,3.84145,275.373,55.0747,1.68383,0.594417,2.07229,Lubbock,-101.88,33.58,TX
469,24,15.8371,284.97,52.6607,0.524335,0.362808,4.52734,Dumas,-101.97,35.86,TX
470,24,5.63925,280.38,52.1243,2.43634,0.633911,2.8317,Midland,-102.1,32.03,TX
471,24,5.63925,280.38,52.1243,2.43634,0.633911,2.8317,Odessa,-102.37,31.85,TX
472,31,15.169,279.963,67.6811,1.22748,0.538188,4.97325,Hereford,-102.4,34.82,TX
473,32,20.139,288.308,46.134,0.346452,0.203159,7.60808,Dalhart,-102.52,36.06,TX
474,48,19.795,330.448,54.27,0.536442,0.866188,11.5942,Lamar,-102.62,38.09,CO
475,27,10.0,272.036,58.0,0.0,2.5,4.0,Dickinson,-102.79,46.88,ND
476,39,14.7559,252.426,84.4896,0.0995351,0.331682,5.57193,Alliance,-102.87,42.1,NE
477,24,4.6513,279.546,51.1408,1.10827,0.220229,2.63313,Fort Stockton,-102.88,30.89,TX
478,39,12.2234,302.494,84.132,0.240747,0.701519,8.5031,Sidney,-102.98,41.14,NE
479,41,4.65387,255.346,88.1553,0.111409,0.327331,2.49656,Chadron,-103,42.83,NE
480,35,9.88341,274.122,76.0,1.94088,0.0,7.41256,Hobbs,-103.14,32.71,NM
481,31,23.3328,276.625,66.6082,1.19396,0.304906,6.48734,Clovis,-103.2,34.41,NM
482,33,19.0,243.247,72.0,0.150176,0.498694,3.8,Rapid City,-103.23,44.08,SD
483,27,4.93788,294.983,58.0251,1.02073,0.204833,2.97939,Pecos,-103.5,31.42,TX
484,27,0.669986,269.949,59.0086,0.129687,0.599102,0.564371,Williston,-103.63,48.16,ND
485,39,24.7156,254.512,83.5955,0.144355,0.411674,6.0,Scottsbluff,-103.66,41.87,NE
486,17,2.51263,268.698,36.031,0.155997,0.00953878,1.56968,Alpine,-103.67,30.36,TX
487,41,29.3669,278.294,51.7666,0.540167,0.252694,9.74638,Tucumcari,-103.73,35.17,NM
488,33,3.0,289.977,72.0,0.170199,0.671396,0.812413,Lead,-103.77,44.35,SD
489,31,10.6748,287.056,68.0,0.782311,10.0,4.34548,Carlsbad,-104.23,32.42,NM
490,54,16.3952,257.015,37.7297,0.266824,0.10978,13.9732,Raton,-104.44,36.9,NM
491,60,19.3207,287.056,45.0164,0.318978,0.216882,16.6681,Trinidad,-104.51,37.17,CO
492,23,15.1853,295.401,44.9717,0.499189,0.178727,5.41731,Roswell,-104.52,33.39,NM
493,55,17.1943,287.89,51.0514,0.707805,0.848784,14.2117,Pueblo,-104.63,38.28,CO
494,29,0.779736,258.267,63.2107,0.0718283,0.40498,0.718117,Glendive,-104.71,47.11,MT
495,35,37.1985,137.4,75.5,0.976026,2.5,6.3,Greeley,-104.74,40.42,CO
496,39,14.5406,446.55,84.0,0.0,0.239306,6.2,Colorado Springs,-104.79,38.86,CO
497,35,24.0,277.663,74.4,0.416667,15.0,8.3,Aurora,-104.81,39.7,CO
498,36,16.0,103.05,78.0,1.25,1.25,2.0,Cheyenne,-104.82,41.14,WY
499,16,3.62685,283.718,34.2876,0.255648,0.00146952,2.14242,Van Horn,-104.83,31.04,TX
500,43,24.0,277.663,75.3333,0.416667,15.0,10.3,Denver,-104.98,39.74,CO
501,34,11.4481,137.4,74.4,0.941567,2.5,6.3,Fort Collins,-105.06,40.56,CO
502,89,34.1505,282.049,39.4285,0.599772,0.127686,30.2772,Las Vegas,-105.22,35.6,NM
503,43,24.0,277.663,72.8889,0.416667,17.5,10.3,Ara,-105.25,40.04,CO
504,40,7.0,80.15,86.0,0.409782,1.25,5.96436,Douglas,-105.38,42.76,WY
505,24,2.19579,248.671,52.0,0.868924,5.0,0.862704,Gillette,-105.51,44.28,WY
506,38,41.3189,264.525,51.5878,0.414904,0.993372,7.0,Laramie,-105.59,41.31,WY
507,29,0.70495,254.929,63.7472,0.128057,0.511413,0.650892,Miles City,-105.84,46.41,MT
508,33,34.752,296.235,66.0,0.799075,0.277461,8.0,Santa Fe,-105.94,35.69,NM
509,65,24.9474,302.911,36.2098,0.643544,0.00804312,18.825,Alamogordo,-105.96,32.9,NM
510,33,30.9382,292.48,71.0,0.724569,0.354106,8.0,Los Alamos,-106.3,35.89,NM
511,42,43.2026,238.657,90.0,0.752509,1.25,3.0,Casper,-106.31,42.87,WY
512,63,66.0,309.587,44.6,0.972301,10.625,18.0,La Guna,-106.51,31.78,TX
513,30,0.468327,256.181,63.926,0.157394,0.366155,0.396818,Glasgow,-106.64,48.18,MT
514,54,43.0,108.775,62.0,1.25,5.0,13.8,Martinez Town,-106.64,35.1,NM
515,56,66.0,282.884,32.0,0.501983,18.75,14.0,Las Cruces,-106.78,32.31,NM
516,170,76.535,297.904,43.9882,0.623986,0.194792,70.1544,Socorro,-106.9,34.06,NM
517,61,21.9492,293.732,54.0,0.384171,0.187429,17.3111,Gunnison,-106.93,38.54,CO
518,83,119.999,235.319,72.7773,0.609085,0.551576,23.1548,Rawlins,-107.23,41.79,WY
519,200,99.1087,305.414,44.48,0.448897,0.264743,92.6997,Truth or Consequences,-107.25,33.13,NM
520,21,16.4088,272.87,46.0,0.332016,0.140739,5.0,Glenwood Springs,-107.32,39.55,CO
521,28,9.36201,262.022,55.8794,0.803731,0.458531,6.74743,Craig,-107.55,40.52,CO
522,32,0.440415,262.439,69.9162,0.1851,0.54689,0.319867,Hardin,-107.61,45.73,MT
523,82,36.0,294.566,48.8162,0.617467,0.174041,27.0,Deming,-107.76,32.26,NM
524,28,9.0,274.539,60.0,0.562519,2.5,6.1,Montrose,-107.87,38.48,CO
525,70,23.6265,171.75,68.0,0.679865,4.58333,21.1947,Durango,-107.88,37.28,CO
526,77,31.0,332.117,52.0,3.14787,10.4167,24.6473,Farmington,-108.19,36.75,NM
527,39,17.5761,243.247,84.4002,0.133179,0.33938,3.40836,Thermopolis,-108.21,43.65,WY
528,40,43.206,242.412,84.0,1.25,1.25,8.7,Riverton,-108.4,43.03,WY
529,30,0.0642305,252.843,64.7306,1.25,0.518776,0.0481729,Billings,-108.54,45.79,MT
530,28,17.7495,274.122,60.0,0.351109,0.203159,5.8,Grand Junction,-108.55,39.09,CO
531,39,38.1814,247.836,84.0,1.25,0.625,8.7,Lander,-108.73,42.83,WY
532,127,49.0557,272.87,35.3158,0.503846,0.135886,45.521,Gallup,-108.73,35.52,NM
533,34,1.39975,242.412,74.1184,0.249129,0.83138,0.909561,Powell,-108.76,44.76,WY
534,33,1.35496,228.643,71.4362,0.100001,0.392931,0.779041,Cody,-109.06,44.52,WY
535,67,22.3869,267.446,42.6471,0.805594,0.259388,19.7793,Monticello,-109.34,37.87,UT
536,31,19.0,233.65,67.0,0.0,3.75,2.0,Green River,-109.46,41.51,WY
537,29,4.27642,234.485,63.6,0.185333,3.25,3.20732,Vernal,-109.53,40.46,UT
538,68,64.0,269.949,31.3371,0.701286,0.194792,20.3516,Pirtleville,-109.55,31.36,AZ
539,76,26.3556,302.076,47.5645,0.277534,1.0322,23.9295,Moab,-109.55,38.57,UT
540,31,0.262417,272.453,66.1612,0.345055,0.381551,0.196813,A and B Trailer Court Number One,-109.68,48.55,MT
541,108,51.2372,289.559,43.8541,1.30385,0.138229,38.5172,Safford,-109.71,32.83,AZ
542,79,39.321,276.625,39.9202,1.17533,0.353437,25.4626,Willcox,-109.83,32.25,AZ
543,61,50.0,267.029,29.6831,0.476837,0.133208,17.2366,Tombstone,-110.07,31.71,AZ
544,139,57.5534,301.659,55.7005,0.247266,0.686792,49.8604,Tolani Lake,-110.7,35.28,AZ
545,53,16.3607,319.183,76.0,0.989065,3.75,13.5614,Price,-110.81,39.6,UT
546,74,94.0,288.725,36.0,1.07102,0.297543,23.1765,Craycroft,-110.89,32.2,AZ
547,38,0.128966,252.008,81.4497,0.126893,0.599102,0.0967246,Bozeman,-111.04,45.68,MT
548,28,2.13168,236.571,60.5285,1.25,0.380212,1.59876,Montpelier,-111.3,42.32,ID
549,32,0.124603,258.267,69.0222,0.494532,1.02684,0.0934525,Great Falls,-111.3,47.5,MT
550,28,8.87305,85.875,57.6667,1.25,8.95833,6.65479,Pleasant View,-111.64,40.25,UT
551,108,45.7761,277.877,72.0,0.556,0.282482,38.4151,Flagstaff,-111.65,35.2,AZ
552,99,152.0,286.25,49.1818,0.416667,13.25,18.9,Citrus Gardens,-111.74,33.42,AZ
553,385,492.0,343.5,41.0,0.979751,1.95729,73.0,Casa Grande,-111.76,32.88,AZ
554,26,2.76545,249.922,57.0,0.451226,4.375,2.07409,Logan,-111.83,41.74,UT
555,40,15.9243,289.559,68.0,2.20165,5.0,9.7,Nephi,-111.84,39.71,UT
556,99,152.0,286.25,50.5455,0.416667,13.25,18.9,Pinnacle Peak Heights V-VI,-111.87,33.69,AZ
557,27,8.59273,68.7,55.7778,1.25,8.88889,6.44455,The Terraces of Rose Park Condominium,-111.93,40.78,UT
558,28,8.59273,57.25,60.5,1.25,8.125,6.44455,Ogden,-111.97,41.23,UT
559,33,1.60137,246.584,70.8103,0.232132,0.496017,1.20103,Idaho Falls,-112.03,43.47,ID
560,30,0.0145084,258.267,64.0,0.275206,0.811298,0.0108813,Helena,-112.04,46.59,MT
561,99,152.0,286.25,49.8095,0.416667,13.25,18.9,Citrus Grove Trailer Park,-112.07,33.54,AZ
562,45,14.4413,276.208,40.859,2.47359,1.18616,10.7402,Richfield,-112.08,38.77,UT
563,142,56.513,287.473,47.2963,0.458211,0.0942164,50.901,Grand Canyon,-112.14,36.05,AZ
564,99,152.0,279.094,47.2,0.416667,12.0833,18.9,Village Park,-112.2,33.58,AZ
565,36,39.0,253.677,64.0,5.0,0.720262,6.0,Pocatello,-112.44,42.87,ID
566,100,45.2412,292.48,100.0,0.71153,0.31729,35.3344,Heritage Mobile Home Park,-112.45,34.59,AZ
